Company,Employee_ID,Department_ID,Branch_ID,Age,Gender_Code,Experience_Years,Education_Level,Job_Level,Salary_INR,Bonus_INR,Overtime_Hours,Training_Hours,Projects_Assigned,Projects_Completed,Performance_Score,Attendance_Percent,Leaves_Taken,Late_Logins,Promotion_Count,Client_Rating,Sales_Target,Sales_Achieved,Customer_Tickets,Resolved_Tickets,Work_Hours_Month,Manager_ID,Team_Size,Travel_Days,Remote_Work_Days,Office_Floor,Desk_Number,Laptop_Age_Months,Certification_Count,Monthly_KPI
Wipro,104280,14,165,50,1,21,5,3,2255610,185157,32,162,16,9,3,86,5,35,0,4.1,196130,1729635,497,264,199,1200,7,1,17,18,6485,65,14,58.93
Meta,104281,6,160,43,1,23,4,6,2312766,252757,22,157,3,21,5,88.7,0,22,5,2.35,3784913,4676927,345,401,141,1352,13,4,15,13,9777,52,2,93.32
Oracle,104282,20,124,59,1,35,2,5,3518046,75869,6,79,14,10,1,93.08,4,33,2,4.51,1091386,3422318,92,334,177,1093,29,13,13,18,2571,12,7,74.69
Salesforce,104283,3,130,43,0,23,5,6,2275453,262722,29,109,14,0,5,89.58,19,8,5,4.2,3806863,51942,15,232,173,1055,18,7,13,1,6121,71,9,68.76
Cisco,104284,12,101,34,0,9,2,4,1160291,90782,46,0,25,24,2,88.82,17,33,0,4.78,2340437,1283604,455,170,209,1041,22,16,21,17,2848,54,11,64.7
TCS,104285,23,117,36,1,9,1,5,1111323,93249,4,74,12,2,2,86.73,14,17,5,1.95,489295,2938933,234,303,120,1355,3,4,17,19,4890,31,8,97.38
Microsoft,104286,22,134,44,0,16,5,4,1833120,159734,31,79,19,20,4,96.15,12,21,0,1.94,2035543,1118492,219,15,156,1043,20,19,3,19,3618,51,7,56.62
IBM,104287,17,158,27,1,3,3,7,678394,106699,54,178,16,16,5,90.77,0,10,3,2.42,400661,4158779,133,434,142,1046,10,17,4,16,6687,32,4,63.31
Oracle,104288,28,155,59,1,30,3,5,3046545,196445,23,272,6,24,3,70.02,10,32,4,3.67,2872916,366392,334,262,226,1589,27,8,3,18,2716,6,5,87.66
TCS,104289,9,112,33,0,3,2,7,494256,57930,25,147,6,4,1,94.32,24,0,2,2.18,4746521,5005641,8,70,224,1097,14,9,7,1,1265,16,0,56.8
Tesla,104290,18,176,54,0,25,3,10,2558450,76449,40,258,14,1,1,96.88,10,38,1,4.64,4914369,910895,250,465,237,1406,17,17,5,15,6710,56,15,87.94
Infosys,104291,10,140,51,0,30,5,6,3149550,80020,12,89,23,25,1,71.29,30,11,3,3.79,4628849,4124765,419,264,178,1488,20,14,6,20,6223,9,5,60.75
Meta,104292,21,148,47,0,25,1,6,2674358,208845,15,137,18,19,3,74.99,29,8,2,2.61,4020139,4116578,17,495,199,1316,11,14,6,12,8433,32,8,70.16
Salesforce,104293,2,158,43,0,22,2,3,2291358,137028,38,176,17,24,2,81.8,22,31,2,3.68,2933026,955364,77,318,231,1571,26,19,19,13,9177,71,14,72.66
Salesforce,104294,23,108,46,0,21,4,10,2196779,192436,0,254,12,18,4,91.33,17,11,3,2.85,4666132,5359838,296,171,168,1040,25,16,15,7,8672,59,14,63.69
Capgemini,104295,18,127,30,0,7,3,8,1000199,87226,59,69,1,21,4,71.5,19,34,2,4.28,3944734,497327,433,328,232,1239,11,17,6,11,7024,60,1,58.36
Apple,104296,7,137,36,1,15,1,3,1581320,39275,40,166,11,5,1,98.76,11,3,4,2.89,1619284,3519373,351,7,171,1578,30,0,20,10,4882,68,2,92.29
Meta,104297,5,129,39,0,18,4,1,1875555,176835,7,200,20,21,4,72.37,22,13,0,2.77,4610123,2380001,478,90,122,1092,10,16,6,15,4876,72,11,66.87
Infosys,104298,15,135,23,0,0,2,8,321376,40278,38,214,1,3,2,91.71,18,19,4,2.28,1555453,3680843,267,369,130,1072,25,0,7,12,6337,53,0,50.58
Adobe,104299,14,131,39,0,14,3,10,1615704,125834,18,271,22,11,3,90.92,30,1,5,3.31,3108605,124852,225,320,144,1191,27,17,2,10,9273,14,11,59.15
Tesla,104300,3,105,54,0,33,1,2,3316668,165842,14,174,15,0,2,90.23,4,25,1,4.89,1337939,770617,286,34,205,1145,11,15,7,13,5265,52,1,58.87
Apple,104301,22,119,48,0,19,1,7,1964903,166693,42,169,8,10,4,99.5,28,32,3,1.92,1779519,3279402,493,283,160,1118,3,17,13,16,8396,48,7,82.46
HCLTech,104302,12,144,43,0,14,1,3,1653533,138165,32,216,16,22,4,75.78,6,7,2,1.25,1184339,1121120,236,19,151,1215,6,3,1,7,4535,19,2,78.08
Tesla,104303,20,114,25,1,0,1,10,274147,58567,11,243,22,3,3,77.7,14,5,4,1.27,1340124,4532764,398,174,131,1460,11,8,22,8,5765,59,15,96.23
Cisco,104304,24,116,31,0,3,3,6,653260,70247,60,163,16,16,5,73.93,0,14,3,1.85,486862,2165023,397,367,230,1389,28,1,11,10,8051,57,8,82.4
Accenture,104305,22,163,32,0,10,4,4,1243352,65933,30,213,23,10,1,71.44,23,2,5,4.36,2666150,211782,484,462,226,1072,7,9,11,5,7647,36,15,97.3
TCS,104306,16,142,51,0,23,4,5,2326723,91732,60,152,8,3,1,82.72,7,30,1,1.79,4467371,3793347,420,418,228,1380,22,10,8,14,6540,18,0,65.06
Infosys,104307,24,102,62,1,32,4,9,3240301,95057,51,199,8,14,1,71.28,3,2,5,4.96,2581014,1729845,252,237,215,1231,8,7,14,8,3236,12,7,73.5
Intel,104308,22,165,61,1,32,4,10,3198254,212593,30,32,17,24,3,90.1,27,31,4,1.71,3035035,3260160,179,188,138,1534,4,14,19,17,8556,26,5,81.51
Wipro,104309,7,160,28,0,1,5,5,510181,34901,56,162,16,8,2,77.77,10,26,4,1.42,4803210,4889904,430,82,236,1210,6,20,3,14,8664,45,0,83.03
Oracle,104310,25,132,26,1,7,2,4,830225,33319,14,293,16,5,2,80.8,15,11,0,2.06,4225950,4884463,35,499,154,1133,23,11,1,6,5889,41,4,92.19
Tesla,104311,1,166,34,1,13,4,5,1375984,76044,7,83,13,3,2,83.33,27,13,5,3.13,4467865,1352656,339,444,233,1452,5,11,21,10,9850,67,1,69.61
Accenture,104312,27,139,33,0,6,2,7,919766,94506,43,157,15,12,4,88.31,18,29,0,2.96,4558961,697475,199,469,180,1169,3,12,5,9,8191,2,12,80.6
Meta,104313,7,114,42,0,22,2,1,2278862,146893,51,236,3,25,3,90.69,6,34,4,2.14,3963195,402514,399,169,172,1553,8,9,5,18,9276,51,13,52.69
Intel,104314,4,100,50,1,24,5,3,2538341,221236,9,60,16,10,4,90.29,6,20,5,4.96,1055070,849491,482,72,196,1198,18,16,10,16,5037,70,9,53.35
Salesforce,104315,24,169,45,1,26,5,9,2631837,147414,6,227,14,2,2,79.29,3,20,2,3.89,2111215,3050382,446,475,177,1423,2,19,16,9,5500,50,2,68.34
Capgemini,104316,15,110,51,1,29,5,6,3040958,135754,14,257,23,20,2,83.6,22,12,2,1.11,1199025,2553268,495,277,202,1151,6,20,17,14,6971,64,3,96.84
NVIDIA,104317,27,142,33,0,5,3,1,651156,109460,14,186,8,8,5,91.94,25,34,0,4.1,2270773,4588996,240,139,225,1108,19,19,21,19,5854,25,13,91.49
Alphabet,104318,23,133,28,0,8,3,8,1057631,107386,52,274,3,24,3,94.94,2,22,2,4.33,3715568,4515739,240,481,158,1536,5,8,1,13,4768,52,8,53.32
Infosys,104319,20,138,56,0,27,5,4,2869643,101540,1,263,18,0,1,83.58,30,34,3,1.05,1774748,3211654,140,281,189,1560,23,11,6,14,4926,21,1,71.39
Amazon,104320,10,105,45,0,23,4,5,2422475,222979,57,190,11,4,4,78.83,5,16,1,1.76,1177257,4619577,74,39,136,1300,6,2,19,20,7064,23,6,71.22
Salesforce,104321,15,171,33,0,10,1,6,1251634,68770,10,230,6,18,1,84.74,9,16,4,1.77,2919652,1419363,134,389,237,1462,16,10,10,16,1140,48,12,63.5
Amazon,104322,25,115,41,1,15,3,6,1752485,185963,26,136,2,5,5,97.58,23,33,3,3.81,336465,4939153,444,423,166,1140,27,17,21,19,5879,72,2,74.47
Salesforce,104323,23,159,41,1,15,5,6,1650477,107712,45,52,19,24,2,87.46,22,26,0,4.57,4620822,614480,410,471,200,1552,11,2,20,9,3593,5,10,58.82
Accenture,104324,9,167,41,0,15,4,7,1637929,98483,29,33,16,0,3,90.17,8,19,1,3.51,1780048,2699067,53,123,151,1345,17,16,9,1,2629,11,15,80.75
Apple,104325,2,134,46,0,16,5,9,1653159,63041,7,270,19,20,1,99.52,26,28,2,1.21,4285988,4171222,49,480,130,1130,22,17,11,11,6759,3,8,65.06
Oracle,104326,15,175,32,0,2,1,6,522387,22954,31,147,21,21,2,70.73,29,9,0,4.74,3359219,2067181,49,56,197,1116,23,8,19,17,6975,70,1,82.38
Wipro,104327,12,111,51,1,29,5,7,2845279,127618,40,300,17,17,2,82.28,26,14,3,3.92,3625956,1403538,331,102,181,1398,29,13,2,9,8420,2,8,75.94
Apple,104328,8,132,57,0,31,1,4,3170554,145545,19,132,10,19,2,80.19,1,32,5,1.18,3363316,5414007,463,208,158,1084,13,20,5,3,4712,72,10,70.53
Wipro,104329,7,126,41,1,19,3,8,2129030,116447,20,277,22,8,2,98.06,24,3,5,3.72,1955227,1203459,146,206,135,1593,13,11,21,15,5748,20,0,53.35
Oracle,104330,17,152,41,1,13,4,6,1526572,62392,20,185,8,9,1,80.07,9,27,4,2.46,1412477,5261268,420,130,168,1586,14,2,0,7,6495,54,4,58.76
SAP,104331,19,145,44,0,19,5,7,2138977,189679,50,264,10,3,4,91.46,23,16,1,2.71,1735037,4747044,34,255,154,1513,6,3,3,7,3477,52,15,82.21
Adobe,104332,14,173,31,0,11,2,3,1393538,181327,54,78,2,7,5,75.06,25,16,1,2.47,3894428,3885516,310,352,137,1317,11,13,2,15,8166,26,4,52.69
Cisco,104333,6,162,64,0,35,4,1,3563556,332665,45,224,9,1,4,94.02,30,35,2,3.98,520320,4861911,85,421,203,1246,19,13,17,11,1276,17,8,91.12
Amazon,104334,26,123,42,0,13,4,3,1561056,176216,19,187,6,17,5,89.99,15,13,3,1.05,2564921,4263117,397,90,225,1554,10,15,12,1,4930,11,10,61.84
Adobe,104335,17,156,57,0,27,2,5,2771393,306506,43,164,13,11,5,73.51,8,31,3,1.54,1125878,1361966,18,231,189,1380,19,2,1,2,7518,19,1,81.36
Apple,104336,12,123,58,1,34,4,3,3494537,318526,15,138,25,22,4,83.52,9,37,5,3.48,1497054,4431314,163,179,150,1369,19,6,0,6,7522,44,9,62.44
Capgemini,104337,9,144,43,1,20,3,3,2067236,215094,35,128,13,16,5,85.38,2,31,0,2.19,3757260,3386171,201,310,154,1253,16,11,11,17,7295,6,1,68.26
Alphabet,104338,10,121,29,0,3,4,1,643093,102410,17,229,18,12,5,81.72,8,17,5,2.31,4790784,2510830,319,250,210,1595,20,11,19,5,9128,70,10,77.46
Tesla,104339,7,164,52,1,29,4,4,3057847,350413,10,175,11,13,5,91.66,28,25,4,3.74,3347652,560607,220,383,182,1075,6,4,21,17,2663,28,7,63.48
Wipro,104340,21,116,30,1,4,5,6,574773,36152,39,5,20,8,2,70.21,25,33,2,2.75,985470,5252905,304,426,129,1111,14,0,20,9,8642,35,5,71.6
Adobe,104341,13,137,50,1,21,2,1,2299483,197610,26,206,15,20,4,77.26,19,33,1,4.23,1065755,788802,175,37,227,1329,21,19,1,14,5524,26,13,71.01
Wipro,104342,18,174,41,0,17,3,7,1957002,96852,32,175,13,8,2,78.08,4,13,3,3.62,353192,5281431,319,331,120,1497,16,6,5,9,2898,55,0,86.86
SAP,104343,17,168,26,1,7,4,5,1013000,41534,25,136,1,20,2,80.8,24,24,0,2.7,4994106,1069388,27,402,195,1063,14,8,20,6,3236,62,14,98.54
Intel,104344,8,125,63,1,35,5,6,3547113,307454,19,192,7,24,4,77.35,8,6,3,4.87,591599,2190680,9,290,233,1412,12,8,9,20,4329,5,8,78.2
HCLTech,104345,23,158,58,1,33,1,4,3353655,242118,26,108,20,4,3,96.9,28,40,0,3.72,4615885,4971927,448,309,198,1409,16,9,16,12,7902,19,9,67.77
Infosys,104346,19,144,25,1,4,1,6,562484,73647,24,203,20,12,3,86.05,21,15,2,3.66,4840616,3522612,423,36,145,1489,18,12,8,6,1128,51,1,52.32
Accenture,104347,24,111,51,0,28,4,4,2908290,150362,47,205,8,10,2,83.52,19,19,2,1.88,2469477,992342,314,159,165,1133,22,13,17,6,7808,43,6,97.64
HCLTech,104348,25,143,42,1,23,2,2,2499000,140494,16,14,5,15,2,86.82,4,34,4,3.12,2424749,2241629,339,398,139,1310,23,19,6,9,5131,59,2,73.79
Microsoft,104349,19,100,37,1,18,1,1,2049405,242306,41,189,8,11,5,80.93,4,18,4,2.81,3677022,1514834,157,298,210,1284,29,4,6,6,3277,41,7,99.71
HCLTech,104350,19,178,33,0,4,3,10,782490,82621,29,160,16,13,3,75.83,0,8,1,1.15,1302344,5018099,340,454,135,1106,15,18,18,10,3792,28,13,53.06
HCLTech,104351,24,153,31,1,7,5,3,833106,61816,37,160,19,21,1,91.55,14,11,4,3.76,3458342,4084167,86,11,142,1136,26,19,14,7,7185,33,15,66.74
Salesforce,104352,17,103,55,0,34,2,6,3304903,269878,13,44,2,11,4,78.48,28,40,5,3.28,4008659,3877110,328,443,181,1289,30,12,2,5,2883,25,15,90.11
Intel,104353,14,111,27,0,4,1,4,671243,17979,22,291,2,10,1,79.58,30,32,4,2.85,1948175,1146525,351,99,210,1394,4,20,1,18,7424,8,10,89.17
Intel,104354,22,170,33,0,14,5,5,1709041,43602,10,105,23,9,1,80.67,9,21,2,4.33,1340730,5287920,438,142,177,1364,13,16,13,20,9267,12,5,56.29
Cisco,104355,18,142,53,1,28,3,7,2797266,128761,4,265,17,12,2,72.83,30,7,5,3.1,3341606,782399,37,305,203,1330,19,14,18,14,6434,67,2,54.12
Wipro,104356,25,161,48,1,20,5,5,2217672,208704,3,41,19,12,4,91.63,15,35,2,1.8,1377758,4163916,233,147,134,1105,18,18,2,18,2117,11,5,90.97
NVIDIA,104357,25,124,51,1,22,1,8,2282678,118437,19,52,22,9,2,79.91,30,2,0,1.09,1339021,3571195,34,215,218,1596,9,5,20,15,7176,41,3,51.43
Microsoft,104358,21,130,55,1,29,3,3,2891308,321123,33,185,2,0,5,83.71,26,40,4,3.59,2875221,4046977,156,113,229,1048,16,13,7,17,5562,32,7,69.12
Accenture,104359,4,133,54,1,30,5,1,3053949,292718,44,42,19,24,4,81.98,20,23,1,3.54,1692737,313046,306,492,192,1406,2,20,22,20,3066,29,2,56.19
Cisco,104360,16,156,30,0,1,4,10,468705,57552,0,96,17,9,3,97.25,17,2,4,4.93,3510061,3269249,35,362,131,1400,6,11,12,2,5305,31,13,91.34
Microsoft,104361,25,153,57,1,28,1,8,2797716,239101,59,197,15,8,4,96.86,10,22,0,4.15,702015,788861,49,83,221,1473,17,5,0,1,7467,21,14,78.86
Amazon,104362,15,114,56,0,26,2,1,2604970,109387,35,75,18,22,2,92.86,21,9,4,4.8,175828,2229515,448,343,217,1026,9,15,6,12,4664,54,2,56.64
Adobe,104363,22,113,22,1,2,5,10,533245,101974,59,263,15,15,5,85.42,17,25,2,2.37,3083129,3250890,393,353,175,1324,7,14,16,4,3398,67,2,63.42
Tesla,104364,29,127,54,1,34,3,4,3475722,90780,27,130,17,3,1,79.37,28,38,3,1.45,1689015,1828326,143,66,178,1388,12,4,5,5,5662,15,6,91.5
HCLTech,104365,5,145,56,1,26,5,7,2786962,155426,52,261,13,17,2,87.2,21,26,0,2.66,1081324,347605,52,368,165,1379,10,17,20,19,9680,67,5,57.31
HCLTech,104366,21,150,44,1,25,1,1,2484466,169160,54,247,10,3,3,85.93,19,35,2,3.71,1424590,2250086,345,215,147,1427,24,10,10,15,2154,11,11,75.6
Meta,104367,28,105,40,1,17,2,7,1851984,58628,40,37,14,23,1,98.21,6,4,5,3.14,1019275,4038101,390,271,226,1393,23,15,18,9,4066,54,3,97.45
NVIDIA,104368,18,123,34,1,5,3,6,863227,56400,14,46,6,17,1,85.4,18,33,0,2.87,3158560,2071556,29,33,239,1052,2,14,8,3,5021,49,13,68.52
Infosys,104369,19,107,59,1,30,5,6,3051962,85774,50,278,12,2,1,72.68,20,10,5,3.77,395535,3257251,85,154,196,1370,25,19,14,10,7234,57,6,52.06
Capgemini,104370,24,156,56,0,28,4,3,2910277,175509,43,176,1,0,3,90.22,13,13,2,3.73,4468322,4756799,95,105,174,1301,19,10,15,12,9232,64,7,98.61
NVIDIA,104371,23,178,41,1,13,1,7,1470848,91593,9,82,3,21,2,92.28,30,8,5,3.77,213827,1136926,391,126,136,1386,27,5,17,20,3361,55,8,78.07
Adobe,104372,25,178,45,0,23,5,3,2356602,130811,14,101,8,17,2,75.96,17,24,4,4.5,4422481,533717,119,489,132,1348,28,8,0,11,4496,11,13,91.07
Infosys,104373,7,108,35,0,15,1,1,1597536,58309,0,187,16,19,1,73.04,3,3,1,2.1,2599035,3491996,171,44,162,1161,4,11,14,19,7717,68,15,67.7
IBM,104374,4,130,61,0,32,3,6,3156017,229643,32,128,3,13,3,72.01,2,26,3,3.09,2510558,1301078,275,156,133,1264,26,1,5,9,6374,20,10,77.77
Wipro,104375,13,121,34,0,9,4,8,1026283,98596,56,275,3,14,4,80.15,7,30,2,2.63,3633552,214881,241,435,200,1552,5,5,2,4,3083,29,4,69.08
HCLTech,104376,28,147,25,0,6,3,2,979689,54075,26,194,13,4,2,71.69,20,36,4,2.09,3016231,2892294,264,449,162,1003,11,9,3,20,5080,21,1,73.22
Intel,104377,28,130,40,1,12,2,5,1357785,47104,58,240,2,12,1,82.52,27,18,5,1.6,1589364,2364520,161,487,168,1288,27,8,8,5,3350,48,11,63.62
Amazon,104378,22,138,53,0,34,5,8,3333770,342234,14,248,19,2,5,73.98,3,1,4,3.2,2197667,3247935,8,408,120,1482,3,6,8,2,8370,7,9,98.62
Intel,104379,21,179,41,1,15,4,4,1664670,47997,14,273,12,15,1,84.17,6,36,1,2.94,2084995,2370613,335,411,219,1422,25,16,9,14,5293,14,10,99.22
SAP,104380,25,102,54,1,31,2,5,2995311,123274,24,150,16,24,2,91.35,4,5,0,4.98,349695,4762943,406,204,188,1175,3,5,6,9,5932,52,15,54.08
Infosys,104381,28,100,49,0,28,4,9,2794799,283012,5,282,19,23,5,78.33,10,10,0,4.91,2616418,3280459,63,75,176,1500,17,3,20,19,4275,34,9,55.98
Cisco,104382,26,176,23,0,1,1,3,412848,16826,8,70,18,10,2,89.9,0,2,5,4.93,207279,5360385,38,302,170,1438,10,16,21,15,8972,7,15,63.11
Tesla,104383,29,180,38,1,11,2,9,1373210,77971,46,49,11,4,2,85.29,5,6,2,4.14,1111506,3332622,286,379,213,1202,23,13,19,7,8032,50,15,53.49
IBM,104384,5,101,58,1,28,3,4,2728226,156688,42,124,9,12,2,73.47,26,16,3,1.95,4310289,2773641,46,145,215,1529,22,5,8,7,2033,13,9,92.38
TCS,104385,22,173,22,1,3,2,9,643052,34285,46,227,21,13,1,98.29,16,29,2,4.46,4047142,1582101,146,260,172,1570,21,17,14,14,3456,6,5,96.43
Intel,104386,16,147,35,0,16,5,5,1717831,72518,34,40,10,14,2,98.74,12,38,0,4.4,2351109,4812276,480,479,154,1130,6,4,11,9,5932,60,6,77.41
Cisco,104387,16,134,54,1,27,4,1,2699030,297039,57,85,1,1,5,98.37,18,22,1,1.6,600334,4934618,6,346,163,1289,29,20,13,2,2032,15,7,55.12
Amazon,104388,18,117,33,0,7,2,4,952347,94395,49,172,9,5,3,88.73,2,30,4,2.62,3031321,1732896,245,455,192,1020,15,15,17,11,5063,16,12,97.49
Salesforce,104389,7,144,35,1,6,3,5,918591,63493,46,105,1,6,2,88.87,5,11,4,2.47,677281,2925401,166,166,194,1457,9,15,14,16,2961,47,8,99.97
Salesforce,104390,27,129,41,1,13,5,3,1402409,158208,57,121,22,1,4,72.93,4,1,3,2.17,2867926,3285350,148,48,212,1466,11,10,20,12,6866,58,9,94.4
Alphabet,104391,4,107,43,0,24,1,4,2460891,103841,13,264,11,4,2,85.8,22,15,1,3.9,3729101,1761123,122,381,122,1141,2,10,18,5,7361,58,10,83.45
TCS,104392,25,164,55,0,30,4,10,3049258,258931,6,246,22,12,4,93.41,21,17,5,1.71,3264681,1116043,428,163,151,1544,14,2,14,15,4680,63,7,89.92
Apple,104393,5,107,34,0,4,3,9,670707,67758,50,219,19,2,4,85.35,3,33,3,3.71,4073524,4175154,380,327,195,1527,21,13,12,20,9872,69,5,59.59
Accenture,104394,18,180,34,0,8,2,7,997430,26071,4,153,5,22,1,85.94,2,5,0,3.72,2863817,207016,218,0,208,1540,22,18,19,14,7872,37,12,52.98
Wipro,104395,25,169,27,1,4,4,1,747976,87380,16,161,19,3,5,97.56,25,14,5,1.68,4177177,1068617,360,396,232,1524,2,14,6,11,1785,15,1,62.97
Capgemini,104396,18,103,53,1,25,1,2,2573963,90229,38,188,19,24,1,83.45,20,30,4,3.19,2274099,1176986,327,199,228,1126,4,5,19,4,4450,47,2,68.98
Salesforce,104397,17,148,28,0,0,1,4,404360,52646,24,191,21,24,2,81.74,15,10,3,2.79,4971293,3539274,24,489,187,1356,10,16,5,19,6734,47,15,85.34
Salesforce,104398,1,149,40,1,18,2,1,1973326,82252,29,136,1,21,1,74.69,11,38,4,2.67,857244,999098,22,422,180,1347,15,4,2,7,3514,63,9,76.47
Capgemini,104399,25,138,40,1,14,1,7,1482258,132444,24,153,25,12,4,87.74,2,28,5,1.38,2766903,4161825,5,97,227,1505,29,11,1,2,9807,28,7,94.11
Wipro,104400,20,145,64,0,35,1,3,3501935,364966,20,249,15,13,5,95.03,11,25,5,2.71,3385100,4772580,284,296,131,1054,21,13,22,1,4883,4,6,92.01
Infosys,104401,5,144,38,1,17,4,5,1970789,238461,50,284,11,16,5,90.72,19,24,2,1.69,4126790,2764632,313,301,142,1305,12,15,8,10,7629,59,15,97.22
Apple,104402,12,152,58,0,34,5,9,3431927,160428,14,265,10,9,2,97.44,16,34,0,3.54,491848,3180065,166,450,216,1582,28,7,19,17,5899,58,4,55.15
HCLTech,104403,2,102,30,0,7,1,3,857529,41087,20,145,10,19,1,80.48,25,31,1,2.16,2968243,4603323,433,81,120,1084,3,17,6,1,3955,55,5,59.59
Cisco,104404,3,108,33,0,4,1,4,699001,31661,0,55,13,14,2,79.99,28,18,0,1.85,3561633,4194470,441,278,183,1513,8,9,9,17,6170,6,0,96.44
Cisco,104405,10,128,44,0,25,2,4,2652012,285248,10,291,1,25,5,94.62,0,37,5,4.39,4170022,5336876,324,0,141,1514,21,1,2,16,3443,20,10,96.97
Microsoft,104406,20,151,50,0,24,3,4,2592064,192205,51,230,17,2,3,99.93,14,34,1,2.64,4657649,4652865,222,442,206,1218,20,14,6,17,6427,30,6,64.53
Apple,104407,24,108,50,0,22,1,10,2199348,168801,6,80,24,9,3,85.07,29,36,5,3.29,1292728,5125538,306,355,223,1171,18,14,2,16,7640,11,2,82.37
SAP,104408,12,166,45,0,26,3,1,2669405,73357,5,30,22,20,1,80.67,4,16,0,4.8,1894951,5290692,111,444,120,1371,23,19,20,5,9149,55,11,50.02
Microsoft,104409,17,117,54,0,30,3,6,3018660,76883,10,195,8,16,1,91.75,11,37,4,2.85,3179990,730706,125,43,134,1120,5,12,9,16,5277,7,10,67.83
Amazon,104410,24,137,55,1,27,1,7,2770271,152491,49,68,13,1,2,99.99,28,3,2,4.14,2333580,3224728,108,150,209,1143,23,4,3,9,6887,67,5,54.86
Adobe,104411,8,176,50,0,21,4,3,2214515,104473,32,70,8,1,2,97.85,28,30,3,1.59,1674036,3823212,415,85,223,1095,27,20,19,15,5494,11,4,71.31
SAP,104412,18,150,23,0,0,5,9,252972,23209,4,230,22,25,1,92.77,9,28,3,3.83,3979893,3868060,243,427,219,1307,15,17,12,11,8947,36,10,91.94
Meta,104413,19,119,63,0,33,2,2,3213359,277359,48,13,6,3,4,93.45,1,29,2,3.28,1063034,1903044,402,125,145,1363,27,20,2,8,1635,32,7,95.21
HCLTech,104414,19,162,34,1,10,1,9,1261312,79272,19,9,7,1,2,87.95,8,8,4,2.7,802724,1198528,193,308,187,1054,9,11,5,17,5337,6,7,55.4
Salesforce,104415,2,126,48,1,24,1,1,2415506,199104,58,89,15,13,4,77.19,17,35,0,2.95,3805797,233382,225,53,202,1105,21,14,19,3,2831,51,10,79.54
TCS,104416,6,105,54,0,30,4,7,3100638,329989,22,132,16,13,5,80.77,25,2,0,1.06,598714,401464,85,435,145,1014,25,2,17,20,6538,47,5,72.2
Wipro,104417,8,116,60,1,32,1,2,3215319,228810,24,173,6,22,3,78.38,9,9,3,3.39,4544816,4855361,80,320,214,1113,8,11,21,15,2312,4,7,85.7
Salesforce,104418,30,137,30,1,7,5,1,991238,107434,49,232,20,6,4,94.97,13,22,3,3.34,4745783,3838629,124,376,208,1174,21,3,7,13,9347,35,15,56.08
HCLTech,104419,22,159,33,1,6,5,2,821548,114166,58,17,4,16,4,87.62,26,37,3,2.47,678344,2263237,446,475,232,1312,23,1,15,14,8133,8,3,67.43
IBM,104420,4,135,36,1,15,2,10,1651955,111766,6,213,18,14,3,88.01,11,32,3,4.49,3959478,449966,460,249,238,1393,13,14,14,11,7960,17,0,58.08
Cisco,104421,2,173,28,0,2,2,8,558040,51377,1,297,20,4,1,77.57,21,0,0,4.56,1895434,1732853,64,305,221,1304,10,6,13,14,5831,3,7,64.68
Infosys,104422,6,111,25,1,2,2,8,450950,61909,50,27,12,24,2,74.71,24,34,3,4.73,3668474,3093399,368,365,120,1326,5,15,0,4,3646,55,12,76.54
SAP,104423,26,159,27,1,1,3,4,451973,61992,34,149,9,6,2,73.57,10,12,0,1.91,2324931,802272,467,128,155,1411,28,11,8,3,3197,72,2,54.27
Adobe,104424,17,161,23,1,3,2,1,485968,97334,28,292,25,22,5,87.81,26,11,4,2.08,1427299,3313185,101,128,123,1578,17,20,13,14,9928,32,15,71.41
Adobe,104425,7,128,41,0,13,2,1,1499871,139974,54,227,25,24,4,94.64,16,23,0,2.01,2667715,2471983,161,48,201,1511,13,5,2,13,5455,71,10,68.68
Infosys,104426,21,147,55,0,25,1,6,2658328,66594,24,226,14,1,1,93.35,14,0,1,2.38,1006453,1884556,237,474,186,1006,21,19,20,8,9357,38,12,72.55
TCS,104427,2,107,64,0,35,5,9,3446464,298673,30,30,11,17,4,78.55,13,12,3,3.39,2769873,2183040,137,101,132,1444,22,12,21,6,9752,46,3,86.13
Microsoft,104428,20,162,47,0,28,2,2,2921553,206446,12,48,3,16,3,92.62,2,39,1,3.55,1102090,411124,96,165,217,1231,16,8,3,12,2214,5,5,90.07
NVIDIA,104429,20,121,36,0,14,4,9,1618151,171861,29,231,13,24,4,85.67,18,16,3,3.98,3819750,74570,452,281,205,1340,11,1,6,5,3168,7,8,94.18
NVIDIA,104430,26,167,33,0,9,4,5,1183611,88241,19,210,14,10,3,75.13,3,4,2,2.31,266867,4807647,76,234,213,1341,25,1,22,17,2646,58,14,58.3
Cisco,104431,20,139,41,1,11,1,6,1236374,113548,3,242,11,14,4,90.91,15,30,0,4.81,3097026,642951,228,13,194,1367,24,0,16,14,2807,35,8,98.82
Wipro,104432,30,155,21,0,1,1,1,325472,65389,47,80,9,22,5,80.77,7,16,3,2.64,4616062,4955873,273,262,240,1470,4,9,6,10,9901,18,1,95.56
Capgemini,104433,28,139,41,1,19,1,6,2097035,212976,35,201,20,20,5,74.06,27,11,3,2.83,2885990,4707394,173,297,193,1551,3,13,15,20,4563,5,15,57.34
IBM,104434,30,135,62,1,33,4,3,3185939,338072,41,267,20,18,5,99.65,17,17,4,3.13,2176946,2776504,308,147,224,1115,3,17,0,12,5374,63,10,82.15
